season,episode,name,lines,,,,
3,24,Oscar,10,,,,
3,24,Stanley,7,,,,
3,24,Kelly,3,,,,
3,24,Creed,2,,,,
3,24,Ryan,4,,,,
3,24,Angela,6,,,,
3,24,Jan,41,,,,
3,24,Phyllis,4,,,,
3,24,Hunter,6,,,,
3,24,Receptionist,1,,,,
4,1,Michael,130,,,,
4,1,IT Tech Guy,3,,,,
4,1,Pam,81,,,,
4,1,Jim,50,,,,
4,1,Kevin,17,,,,
4,1,Oscar,9,,,,
4,1,Dwight,54,,,,
4,1,Stanley,9,,,,
4,1,Andy,7,,,,
4,1,Angela,44,,,,
4,1,Ryan,7,,,,
4,1,Phyllis,4,,,,
4,1,Kelly,6,,,,
4,1,Nurse,2,,,,
4,1,Meredith,18,,,,
4,1,Creed,9,,,,
4,1,Toby,9,,,,
4,1,Darryl,5,,,,
4,1,Intern,5,,,,
4,1,Jan,7,,,,
4,1,Elizabeth,3,,,,
4,1,Waitress,1,,,,
4,3,Pam,50,,,,
4,3,Jim,41,,,,
4,3,Michael,139,,,,
4,3,Toby,18,,,,
4,3,Angela,22,,,,
4,3,Dwight,67,,,,
4,3,Phyllis,13,,,,
4,3,Andy,14,,,,
4,3,Kevin,13,,,,
4,3,Kelly,19,,,,
4,3,Ryan,78,,,,
4,3,Creed,10,,,,
4,3,Stanley,5,,,,
4,3,Jan,16,,,,
4,3,Oscar,3,,,,
4,3,Robert Dunder,11,,,,
4,3,Amy,3,,,,
4,3,GPS,4,,,,
4,3,Larry Myers,6,,,,
4,3,Ex-client,17,,,,
4,5,Michael,146,,,,
4,5,Jim,67,,,,
4,5,Pam,24,,,,
4,5,Andy,45,,,,
4,5,Oscar,8,,,,
4,5,Kevin,14,,,,
4,5,Everyone,1,,,,
4,5,Meredith,12,,,,
4,5,Dwight,81,,,,
4,5,Kelly,8,,,,
4,5,Stanley,7,,,,
4,5,Angela,49,,,,
4,5,Phyllis,8,,,,
4,5,Ryan,6,,,,
4,5,Voice of Thomas Dean,1,,,,
4,5,sAndy,1,,,,
4,5,DunMiff/sys,6,,,,
4,5,DwightKSchrute,3,,,,
4,5,Tech Guy,1,,,,
4,5,Jan,6,,,,
4,5,Pam and Jim,1,,,,
4,5,Darryl,9,,,,
4,5,Angels,1,,,,
4,5,All,2,,,,
4,5,Pizza guy,20,,,,
4,5,Manager,1,,,,
4,5,Voice #1 on phone,2,,,,
4,5,Voice #2 on phone,1,,,,
4,5,Bartender,1,,,,
4,5,Man,4,,,,
4,7,Michael,136,,,,
4,7,Pam,50,,,,
4,7,Micahel,1,,,,
4,7,Jan,31,,,,
4,7,Michae,1,,,,
4,7,Ryan,21,,,,
4,7,Jim,41,,,,
4,7,Dwight,38,,,,
4,7,Angela,4,,,,
4,7,Kevin,9,,,,
4,7,Nick,13,,,,
4,7,Mose,1,,,,
4,7,Co-Worker 1,1,,,,
4,7,Stanely,2,,,,
4,7,Stanley,7,,,,
4,7,Micael,1,,,,
4,7,Vikram,11,,,,
4,7,Co-Worker 2,3,,,,
4,7,Co-Worker 3,3,,,,
4,7,Kelly,12,,,,
4,7,Darryl,10,,,,
4,7,Creed,7,,,,
4,7,Andy,11,,,,
4,7,Oscar,25,,,,
4,7,Phyllis,2,,,,
4,7,Toby,2,,,,
4,7,Mr. Figaro,4,,,,
4,7,Meredith,1,,,,
4,7,Oscar and Stanley,1,,,,
4,9,Michael,61,,,,
4,9,Phyllis,7,,,,
4,9,Andy,21,,,,
4,9,Jim,27,,,,
4,9,Pam,18,,,,
4,9,Ad guy 1,10,,,,
4,9,Ad guy 2,5,,,,
4,9,Stanley,1,,,,
4,9,Kevin,3,,,,
4,9,Dwight,10,,,,
4,9,Receptionist,1,,,,
4,9,Ryan,8,,,,
4,9,David Wallace,3,,,,
4,9,Oscar,1,,,,
4,9,Meredith,3,,,,
4,9,Creed,2,,,,
4,9,Angela,2,,,,
4,9,Darryl,10,,,,
4,9,Andy, Creed, Kevin, Kelly, Darryl,1
4,9,Andy, Creed, Kevin, Kelly,5,
4,9,Both,1,,,,
4,9,Everyone,1,,,,
4,9,Bartender,4,,,,
4,9,Michael's Ad,1,,,,
4,10,Rolando,2,,,,
4,10,Karen,24,,,,
4,10,Michael,82,,,,
4,10,Dwight,38,,,,
4,10,Stanley,10,,,,
4,10,Jim,69,,,,
4,10,Pam,15,,,,
4,10,Oscar,10,,,,
4,10,Ben,4,,,,
4,10,Dwight and Michael,1,,,,
4,10,Michael and Dwight,2,,,,
4,10,Toby,7,,,,
4,10,Andy,8,,,,
4,10,Kevin,2,,,,
4,10,Phyllis,2,,,,
4,11,Toby,16,,,,
4,11,Meredith,5,,,,
4,11,Michael,65,,,,
4,11,Pam,11,,,,
4,11,Phyllis,4,,,,
4,11,Jim,68,,,,
4,11,Dwight,25,,,,
4,11,Angela,7,,,,
4,11,Kelly,1,,,,
4,11,Oscar,7,,,,
4,11,Creed,12,,,,
4,11,Andy,7,,,,
4,11,Kevin,2,,,,
4,11,Stanley,2,,,,
4,11,Everybody,1,,,,
4,12,Oscar,1,,,,
4,12,Michael,78,,,,
4,12,Kevin,4,,,,
4,12,Pam,21,,,,
4,12,Ryan,10,,,,
4,12,Jan,26,,,,
4,12,Lester,26,,,,
4,12,Darryl,3,,,,
4,12,Jim,14,,,,
4,12,Kelly,15,,,,
4,12,Diane Kelly,12,,,,
4,12,Diane,10,,,,
4,12,Toby,4,,,,
4,12,Deposition Reporter,3,,,,
4,12,Man,3,,,,
4,12,Meredith,1,,,,
4,12,Dwight,5,,,,
4,12,Council,1,,,,
4,12,David,3,,,,
4,12,David Wallace,1,,,,
4,13,Stanley,1,,,,
4,13,Phyllis,1,,,,
4,13,Michael,89,,,,
4,13,Jim,38,,,,
4,13,Dwight,16,,,,
4,13,Andy,10,,,,
4,13,Jan,73,,,,
4,13,Pam,28,,,,
4,13,Angela,12,,,,
4,13,All,1,,,,
4,13,Hunter's CD,1,,,,
4,13,Michae,1,,,,
4,13,Woman,5,,,,
4,13,Officer 1,3,,,,
4,13,Officer 2,2,,,,
4,13,Officer,1,,,,
4,14,Pam,35,,,,
4,14,Jim,21,,,,
4,14,Oscar,2,,,,
4,14,Andy,14,,,,
4,14,Kevin,20,,,,
4,14,Michael,72,,,,
4,14,Creed,3,,,,
4,14,Phyllis,9,,,,
4,14,Angela,1,,,,
4,14,Dwight,17,,,,
4,14,Stanley,1,,,,
4,14,Wendy's phone operator,5,,,,
4,14,Margaret,8,,,,
4,14,Coffee shop worker,1,,,,
4,14,Jan,1,,,,
4,14,Bob Vance,1,,,,
4,14,W.B. Jones,4,,,,
4,14,Paul Faust,1,,,,
4,14,Bill Cress,1,,,,
4,14,Paul,2,,,,
4,14,Michael/Dwight,1,,,,
4,15,Pam,13,,,,
4,15,Michael,85,,,,
4,15,Dwight,42,,,,
4,15,Jim,37,,,,
4,15,Oscar,6,,,,
4,15,Angela,4,,,,
4,15,Ryan,60,,,,
4,15,Stanley,4,,,,
4,15,Phyllis,3,,,,
4,15,Creed,2,,,,
4,15,Kelly,3,,,,
4,15,Andy,4,,,,
4,15,Kevin,3,,,,
4,15,Troy,4,,,,
4,15,Waitress,1,,,,
4,15,Toby,8,,,,
4,15,Girl in Club,5,,,,
4,15,Tall Girl #1,5,,,,
4,15,All Girls,1,,,,
4,15,Tall Girl #2,1,,,,
4,15,Meredith,1,,,,
4,15,Bartender,2,,,,
4,15,Girl in 2nd club,5,,,,
4,15,Hank,5,,,,
4,15,Cleaning lady,1,,,,
4,16,Michael,87,,,,
4,16,Pam,16,,,,
4,16,Kevin,8,,,,
4,16,Jim,23,,,,
4,16,Phyllis,7,,,,
4,16,Andy,23,,,,
4,16,Kelly,1,,,,
4,16,Oscar,2,,,,
4,16,Dwight,32,,,,
4,16,Angela,3,,,,
4,16,Stanley,23,,,,
4,16,Toby,10,,,,
4,16,Creed,1,,,,
4,16,Darryl,13,,,,
4,16,Ryan,6,,,,
4,17,Michael,45,,,,
4,17,Oscar,5,,,,
4,17,Darryl,6,,,,
4,17,Kelly,1,,,,
4,17,Dwight,9,,,,
4,17,Pam,33,,,,
4,17,Michael and Darryl,1,,,,
4,17,Jim,19,,,,
4,17,Phil Maguire,4,,,,
4,17,Andy,12,,,,
4,17,Phil,9,,,,
4,17,Kevin,7,,,,
4,17,Meredith,1,,,,
4,17,Phyllis,2,,,,
4,17,Creed,4,,,,
4,17,Justin,9,,,,
4,17,Kid,2,,,,
4,17,Angela,4,,,,
4,17,Angela and Dwight,1,,,,
4,17,Maguire,1,,,,
4,17,Woman on mic,1,,,,
4,17,Graphics guy,10,,,,
4,18,Dwight,37,,,,
4,18,Jim,59,,,,
4,18,Pam,42,,,,
4,18,Michael,159,,,,
4,18,Toby,37,,,,
4,18,Kelly,4,,,,
4,18,Angela,14,,,,
4,18,Phyllis,16,,,,
4,18,Holly,68,,,,
4,18,Stanley,1,,,,
4,18,Woman over speakerphone,3,,,,
4,18,Creed,7,,,,
4,18,Kevin,23,,,,
4,18,Ryan,5,,,,
4,18,Oscar,1,,,,
4,18,Meredith,4,,,,
4,18,Vance Refrigeration guy,1,,,,
4,18,Darryl,2,,,,
4,18,Jan,24,,,,
4,18,Andy,7,,,,
4,18,Holy,1,,,,
4,18,Hank,1,,,,
5,1,Michael,114,,,,
5,1,Dwight,47,,,,
5,1,Meredith,4,,,,
5,1,Stanley,8,,,,
5,1,Creed,5,,,,
5,1,Darryl,10,,,,
5,1,Andy,29,,,,
5,1,Holly,55,,,,
5,1,Jim,62,,,,
5,1,Kevin,14,,,,
5,1,Pam,37,,,,
5,1,Oscar,18,,,,
5,1,Angela,26,,,,
5,1,Ronnie,3,,,,
5,1,Professor,5,,,,
5,1,Kelly,12,,,,
5,1,Jan,5,,,,
5,1,Phyllis,16,,,,
5,1,Ryan,17,,,,
5,1,Friend,5,,,,
5,1,JIM9334,2,,,,
5,1,Receptionitis15,2,,,,
5,1,Micheal,2,,,,
5,1,Toby,1,,,,
5,3,Pam,9,,,,
5,3,Jim,27,,,,
5,3,Oscar,5,,,,
5,3,Angela,2,,,,
5,3,Kevin,5,,,,
5,3,Andy,11,,,,
5,3,Dwight,14,,,,
5,3,Michael,58,,,,
5,3,Creed,1,,,,
5,3,Holly,51,,,,
5,3,Michael & Holly,1,,,,
5,3,Ryan,3,,,,
5,3,Phyllis,3,,,,
5,3,Kelly,3,,,,
5,3,Stanley,3,,,,
5,3,Meredith,13,,,,
5,3,Dight,1,,,,
5,3,Micheal,3,,,,
5,3,Kendall,6,,,,
5,4,Dwight,35,,,,
5,4,Michael,79,,,,
5,4,Jim,27,,,,
5,4,Andy,13,,,,
5,4,Phyllis,7,,,,
5,4,Angela,13,,,,
5,4,Meredith,1,,,,
5,4,Kevin,4,,,,
5,4,Oscar,3,,,,
5,4,Pam,25,,,,
5,4,Holly,10,,,,
5,4,Stanley,2,,,,
5,4,Jan,38,,,,
5,4,Kelly,2,,,,
5,4,Creed,2,,,,
5,4,Darryl,9,,,,
5,5,Receptionist,1,,,,
5,5,Pam,9,,,,
5,5,Michael,77,,,,
5,5,Holly,36,,,,
5,5,Andy,7,,,,
5,5,Dwight,31,,,,
5,5,Phyllis,23,,,,
5,5,Angela,8,,,,
5,5,Oscar,5,,,,
5,5,Kevin,5,,,,
5,5,Jim,21,,,,
5,5,Man on phone,1,,,,
5,5,Creed,2,,,,
5,5,Darryl,8,,,,
5,5,Roy,14,,,,
5,5,Hank ,1,,,,
5,5,David Wallace,5,,,,
5,5,Bob,10,,,,
5,5,Guy in audience,2,,,,
5,5,All,1,,,,
5,5,Stanley,1,,,,
5,6,Kelly,5,,,,
5,6,Phyllis,4,,,,
5,6,Ryan,4,,,,
5,6,Oscar,1,,,,
5,6,Creed,2,,,,
5,6,Kevin,1,,,,
5,6,Andy,40,,,,
5,6,Jim,25,,,,
5,6,Pam,25,,,,
5,6,Dwight,36,,,,
5,6,Michael,59,,,,
5,6,Holly,32,,,,
5,6,Darryl,29,,,,
5,6,Michael and Holly,1,,,,
5,6,Michael, Holly, and Darryl,1,,
5,6,Tom,13,,,,
5,6,Pete,15,,,,
5,6,Meredith,1,,,,
5,6,Stanley,1,,,,
5,7,Michael,63,,,,
5,7,Dwight,84,,,,
5,7,Darryl,1,,,,
5,7,Andy,26,,,,
5,7,Jim,103,,,,
5,7,Kelly,23,,,,
5,7,Kevin,2,,,,
5,7,Group,1,,,,
5,7,Mother,4,,,,
5,7,Pam,30,,,,
5,7,Alex,10,,,,
5,7,Jim and Pam,1,,,,
5,7,Angela,6,,,,
5,7,Dwight ,1,,,,
5,7,Customer,5,,,,
5,7,Ryan,6,,,,
5,8,Michael,77,,,,
5,8,Jim,22,,,,
5,8,Meredith,5,,,,
5,8,Kevin,2,,,,
5,8,Creed,1,,,,
5,8,Phyllis,2,,,,
5,8,Stanley,3,,,,
5,8,David Wallace,14,,,,
5,8,Dwight,15,,,,
5,8,Andy,69,,,,
5,8,Angela,10,,,,
5,8,Oscar,38,,,,
5,8,Stewardess,1,,,,
5,8,Beth,4,,,,
5,8,Ryan,13,,,,
5,8,Kelly,15,,,,
5,8,Concierge,3,,,,
5,8,Pam,14,,,,
5,8,Marie,5,,,,
5,8,Guy at table,3,,,,
5,8,Guy,1,,,,
5,8,Concierge Marie,2,,,,
5,8,Client,2,,,,
5,8,Dacvid Walalce,1,,,,
5,8,David Wallcve,1,,,,
5,8,Dacvid Wallace,1,,,,
5,9,Angela,2,,,,
5,9,Kevin,2,,,,
5,9,Dwight,38,,,,
5,9,Jim,31,,,,
5,9,Michael,90,,,,
5,9,Ryan,18,,,,
5,9,Kelly,10,,,,
5,9,Toby,29,,,,
5,9,David,11,,,,
5,9,Pam,26,,,,
5,9,Andy,6,,,,
5,9,Phyllis,3,,,,
5,9,Creed,2,,,,
5,9,Oscar,3,,,,
5,9,Meredith,2,,,,
5,9,Vance Refrigeration guy,2,,,,
5,9,Leo,3,,,,
5,9,Vance Refrigeration Guy,4,,,,
5,9,Police Officer 1,10,,,,
5,9,Police Officer 2,6,,,,
5,10,Oscar,31,,,,
5,10,Michael,100,,,,
5,10,Pam,58,,,,
5,10,Stanley,4,,,,
5,10,Toby,2,,,,
5,10,Jim,31,,,,
5,10,Meredith,1,,,,
5,10,Creed,1,,,,
5,10,Andy,17,,,,
5,10,Dwight,29,,,,
5,10,Angela,23,,,,
5,10,Kevin,3,,,,
5,10,Kelly,1,,,,
5,10,Phyllis,2,,,,
5,10,Hank,13,,,,
5,10,David,6,,,,
5,11,Dwight,27,,,,
5,11,Jim,26,,,,
5,11,Stanley,4,,,,
5,11,Phyllis,19,,,,
5,11,Michael,65,,,,
5,11,Angela,12,,,,
5,11,Meredith,36,,,,
5,11,Pam,6,,,,
5,11,Andy,8,,,,
5,11,Guy buying doll,1,,,,
5,11,Guy,3,,,,
5,11,Oscar,5,,,,
5,11,Kevin,3,,,,
5,11,Toby,15,,,,
5,11,Kelly,1,,,,
5,11,Creed,1,,,,
5,11,Sasha,1,,,,
5,11,Darryl,6,,,,
5,11,Rehab Nurse,1,,,,
5,12,Pam,9,,,,
5,12,Michael,52,,,,
5,12,Dwight,63,,,,
5,12,Phyllis,3,,,,
5,12,Jim,33,,,,
5,12,Stanley,2,,,,
5,12,Oscar,10,,,,
5,12,Kevin,8,,,,
5,12,Andy,65,,,,
5,12,Everyone,1,,,,
5,12,Angela,21,,,,
5,12,Meredith,6,,,,
5,12,David,8,,,,
5,12,Creed,2,,,,
5,12,Kelly,2,,,,
5,12,Everyone watching,1,,,,
5,13,Dwight,72,,,,
5,13,Jim,13,,,,
5,13,Phyllis,4,,,,
5,13,Stanley,5,,,,
5,13,Michael,90,,,,
5,13,David,9,,,,
5,13,Andy,5,,,,
5,13,Creed,1,,,,
5,13,Kevin,14,,,,
5,13,Meredith,2,,,,
5,13,Pam,5,,,,
5,13,Angela,3,,,,
5,13,Entire Prince family,1,,,,
5,13,Prince Grandfather,19,,,,
5,13,Entire office,1,,,,
5,13,Oscar,3,,,,
5,13,Kelly,2,,,,
5,13,Jim ,1,,,,
5,13,Prince,1,,,,
5,13,Linda,2,,,,
5,13,Prince Granddaughter,4,,,,
5,13,Prince Grandmother,2,,,,
5,13,Dwight and Michael,1,,,,
5,13,Prince Son,1,,,,
5,14,Dwight,72,,,,
5,14,Angela,16,,,,
5,14,Pam,31,,,,
5,14,Phyllis,11,,,,
5,14,Andy,23,,,,
5,14,Kevin,8,,,,
5,14,Michael,118,,,,
5,14,Everyone,3,,,,
5,14,Jim,35,,,,
5,14,Stanley,28,,,,
5,14,Oscar,10,,,,
5,14,Phyllis and Creed,1,,,,
5,14,David Wallace,9,,,,
5,14,Lawyer,2,,,,
5,14,David,1,,,,
5,14,Michel,1,,,,
5,14,CPR trainer,1,,,,
5,14,CPR Trainer,3,,,,
5,14,Rose,8,,,,
5,14,Creed,4,,,,
5,14,Kelly,3,,,,
5,14,Jessica Alba,2,,,,
5,14,Lily,6,,,,
5,14,Sam,6,,,,
5,14,Meredith,3,,,,
5,14,Group,1,,,,
5,14,Darryl,5,,,,
5,14,Warehouse Michael,1,,,,
5,16,Jim,31,,,,
5,16,Michael,54,,,,
5,16,Pam,35,,,,
5,16,Kelly,8,,,,
5,16,Dwight,24,,,,
5,16,Phyllis,3,,,,
5,16,Julia,13,,,,
5,16,Stanley,7,,,,
5,16,Andy,27,,,,
5,16,Rolando,2,,,,
5,16,Karen,20,,,,
5,16,Mark,2,,,,
5,16,Oscar,1,,,,
5,16,Creed,5,,,,
5,17,Michael,47,,,,
5,17,Karen,2,,,,
5,17,Pam,37,,,,
5,17,Oscar,11,,,,
5,17,Kevin,15,,,,
5,17,Angela,16,,,,
5,17,Meredith,9,,,,
5,17,Creed,2,,,,
5,17,Dwight,33,,,,
5,17,Kelly,16,,,,
5,17,Jim,33,,,,
5,17,Phyllis,1,,,,
5,17,Receptionist,5,,,,
5,17,Stanley,2,,,,
5,17,A.J.,7,,,,
5,17,Woman,1,,,,
5,17,Man,1,,,,
5,17,All,1,,,,
5,18,Phone Salesman,7,,,,
5,18,Pam,32,,,,
5,18,Jim,35,,,,
5,18,Michael,86,,,,
5,18,Dwight,31,,,,
5,18,Jim, Pam, Michael and Dwight,2,,
5,18,Kevin,15,,,,
5,18,Kelly,9,,,,
5,18,Blood Drive Worker,8,,,,
5,18,Blood Girl,17,,,,
5,18,Phyllis,11,,,,
5,18,Hank,1,,,,
5,18,Meredith,3,,,,
5,18,Bob,9,,,,
5,18,Oscar,14,,,,
5,18,Angela,4,,,,
5,18,Lynn,6,,,,
5,18,Blonde,6,,,,
5,18,Eric,1,,,,
5,18,Girl,1,,,,
5,18,Stanley,2,,,,
5,19,Pam,24,,,,
5,19,Michael,113,,,,
5,19,Dwight,71,,,,
5,19,Jim,39,,,,
5,19,Andy,12,,,,
5,19,Kevin,10,,,,
5,19,Oscar,7,,,,
5,19,Darryl,3,,,,
5,19,Creed,2,,,,
5,19,Stanley,1,,,,
5,19,David,25,,,,
5,19,Man on phone,1,,,,
5,19,Lynn,3,,,,
5,20,Dwight,21,,,,
5,20,Michael,104,,,,
5,20,Jim,30,,,,
5,20,Pam,14,,,,
5,20,Charles,66,,,,
5,20,Kelly,7,,,,
5,20,Angela,8,,,,
5,20,Kevin,5,,,,
5,20,Andy,4,,,,
5,20,Stanley,2,,,,
5,20,Oscar,1,,,,
5,20,David,18,,,,
5,20,Stephanie,6,,,,
5,20,Employees,1,,,,
5,20,Phyllis,3,,,,
5,21,Michael,87,,,,
5,21,Kelly,6,,,,
5,21,Oscar,11,,,,
5,21,Pam,38,,,,
5,21,Stanley,7,,,,
5,21,Angela,6,,,,
5,21,Kevin,13,,,,
5,21,Meredith,2,,,,
5,21,Jim,26,,,,
5,21,Andy,14,,,,
5,21,Dwight,12,,,,
5,21,Charles,25,,,,
5,21,Isaac,7,,,,
5,21,Creed,1,,,,
5,21,Phone,1,,,,
5,21,Angela and Kelly,1,,,,
5,21,Phyllis,3,,,,
5,21,Hank,3,,,,
5,21,Toby,1,,,,
5,22,Jim,35,,,,
5,22,Kevin,10,,,,
5,22,Andy,15,,,,
5,22,Dwight,17,,,,
5,22,Angela,3,,,,
5,22,Stanley,4,,,,
5,22,Pam,65,,,,
5,22,Michael,78,,,,
5,22,Charles,40,,,,
5,22,Kelly,1,,,,
5,22,Phyllis,2,,,,
5,22,Creed,1,,,,
5,22,Micheal,1,,,,
5,22,Vikram,10,,,,
5,22,Ryan,11,,,,
5,22,Supervisor,1,,,,
5,22,Michal,1,,,,
5,22,Nana,10,,,,
5,22,Chares,1,,,,
5,22,Old Woman,1,,,,
5,22,Oscar,1,,,,
5,23,Michael,46,,,,
5,23,Jim,28,,,,
5,23,Pam,45,,,,
5,23,Kelly,5,,,,
5,23,Charles,25,,,,
5,23,Erin,16,,,,
5,23,Kevin,2,,,,
5,23,Andy,18,,,,
5,23,Dwight,28,,,,
5,23,Ryan,25,,,,
5,23,Toby,3,,,,
5,23,Oscar,5,,,,
5,23,Stanley,3,,,,
5,23,Phyllis,1,,,,
5,23,Man,1,,,,
5,23,Creed,2,,,,
5,23,Meredith,1,,,,
5,23,Dwight and Erin,1,,,,
5,23,Dwight and Andy,1,,,,
5,24,Michael,90,,,,
5,24,Pam,15,,,,
5,24,Jim,22,,,,
5,24,Andy,25,,,,
5,24,Phyllis,5,,,,
5,24,Dwight,83,,,,
5,24,Charles,14,,,,
5,24,Ryan,6,,,,
5,24,Michael, Pam & Ryan,1,,,
5,24,Secretary,4,,,,
5,24,Automated phone voice,1,,,,
5,24,Stanley,1,,,,
5,24,Mr. Schofield,7,,,,
5,24,Kelly,1,,,,
5,24,Kevin,1,,,,
5,25,Michael,76,,,,
5,25,Ryan,24,,,,
5,25,Pam,33,,,,
5,25,Charles,39,,,,
5,25,Jim,28,,,,
5,25,Dwight,25,,,,
5,25,Stanley,1,,,,
5,25,Andy,3,,,,
5,25,Angela,2,,,,
5,25,David Wallace,1,,,,
5,25,David,36,,,,
5,25,Kelly,1,,,,
5,25,Kevin,1,,,,
5,25,Phyllis,1,,,,
5,25,Financial Guy,11,,,,
5,25,Ty,2,,,,
5,25,Jim ,1,,,,
5,25,Erin,1,,,,
5,26,Kevin,1,,,,
5,26,Michael,95,,,,
5,26,Ryan,25,,,,
5,26,Pam,30,,,,
5,26,Dwight,49,,,,
5,26,Angela,5,,,,
5,26,Jim,29,,,,
5,26,Oscar,5,,,,
5,26,Erin,10,,,,
5,26,Stanley,12,,,,
5,26,Phyllis,13,,,,
5,26,Andy,12,,,,
5,26,Meredith,8,,,,
5,26,Toby,13,,,,
5,26,Creed,9,,,,
5,26,Kelly,2,,,,
5,26,Darryl,1,,,,
5,27,Erin,23,,,,
5,27,Dwight,28,,,,
5,27,Pam,19,,,,
5,27,Jim,17,,,,
5,27,Michael,84,,,,
5,27,Ryan,2,,,,
5,27,Angela,17,,,,
5,27,Phyllis,24,,,,
5,27,Oscar,5,,,,
5,27,Andy,16,,,,
5,27,Meredith,1,,,,
5,27,Kevin,7,,,,
5,27,Jessica,3,,,,
5,27,Stanley,1,,,,
5,27,Kelly,11,,,,
5,27,Vance Refrigeration Guy 1,1,,,,
5,27,Vance Refrigeration Guy 2,1,,,,
5,27,VRG 1,4,,,,
5,27,VRG 2,3,,,,
5,27,Creed,3,,,,
5,27,Phylis,1,,,,
5,27,Bob Vance,2,,,,
5,28,Erin,3,,,,
5,28,Jim,24,,,,
5,28,Pam,25,,,,
5,28,Dwight,40,,,,
5,28,Michael,53,,,,
5,28,Rolph,9,,,,
5,28,Kevin,5,,,,
5,28,Holly,38,,,,
5,28,AJ,8,,,,
5,28,Charles,12,,,,
5,28,Andy,12,,,,
5,28,Man,1,,,,
5,28,Phyllis,4,,,,
5,28,Woman,1,,,,
5,28,Stanley,2,,,,
5,28,Angela,3,,,,
5,28,Meredith,2,,,,
5,28,David,13,,,,
5,28,Toby,2,,,,
5,28,Kendall,2,,,,
5,28,Oscar,2,,,,
5,28,Both,1,,,,
5,28,Man from Buffalo,3,,,,
5,28,Woman from Buffalo,2,,,,
5,28,Nurse,3,,,,
6,1,Michael,88,,,,
6,1,Andy,36,,,,
6,1,Dwight,19,,,,
6,1,Jim,39,,,,
6,1,Dwight & Andy,1,,,,
6,1,Andy & Michael,1,,,,
6,1,Michael & Dwight,1,,,,
6,1,Female Intern,2,,,,
6,1,Female intern,1,,,,
6,1,Pam,27,,,,
6,1,Meredith,4,,,,
6,1,Oscar,9,,,,
6,1,Kelly,9,,,,
6,1,Phyllis,7,,,,
6,1,Maurie,10,,,,
6,1,Eric,7,,,,
6,1,Kevin,13,,,,
6,1,Stanley,11,,,,
6,1,Erin,7,,,,
6,1,Angela,5,,,,
6,1,Creed,6,,,,
6,1,Toby,1,,,,
6,1,Everyone,1,,,,
6,1,Ryan,1,,,,
6,1,Megan,3,,,,
6,2,Michael,71,,,,
6,2,Oscar,7,,,,
6,2,David Wallace,1,,,,
6,2,David,34,,,,
6,2,Jim,19,,,,
6,2,Pam,24,,,,
6,2,Darryl,15,,,,
6,2,Toby,26,,,,
6,2,Dwight,32,,,,
6,2,Creed,4,,,,
6,2,Kelly,3,,,,
6,2,Andy,7,,,,
6,2,Phyllis,2,,,,
6,2,Stanley,2,,,,
6,2,Kevin,1,,,,
6,2,Erin,3,,,,
6,2,Ryan,5,,,,
6,2,Gwenneth,2,,,,
6,2,Michael ,1,,,,
6,2,Meredith,6,,,,
6,2,Angela,3,,,,
6,3,Dwight,29,,,,
6,3,Michael,85,,,,
6,3,Jim,90,,,,
6,3,Erin,3,,,,
6,3,Stanley,3,,,,
6,3,Oscar,12,,,,
6,3,Phyllis,13,,,,
6,3,Pam,18,,,,
6,3,Ryan,5,,,,
6,3,Kelly,4,,,,
6,3,David Wallace,6,,,,
6,3,Creed,3,,,,
6,3,Meredith,9,,,,
6,3,Kevin,14,,,,
6,3,Angela,5,,,,
6,3,Andy,3,,,,
6,4,Pam,70,,,,
6,4,Jim,56,,,,
6,4,Dwight,84,,,,
6,4,Phyllis,3,,,,
6,4,Meredith,6,,,,
6,4,Andy,33,,,,
6,4,Michael,129,,,,
6,4,Erin,10,,,,
6,4,Kevin,30,,,,
6,4,Angela,12,,,,
6,4,Micheal,1,,,,
6,4,Kelly,3,,,,
6,4,Front Desk Clerk,10,,,,
6,4,Stanley,7,,,,
6,4,Toby,3,,,,
6,4,Mr. Halpert,5,,,,
6,4,Mema,13,,,,
6,4,Mr. Beesly,2,,,,
6,4,Little Girl,1,,,,
6,4,Kids,1,,,,
6,4,Oscar,9,,,,
6,4,Penny,11,,,,
6,4,Ryan,3,,,,
6,4,Isabel,11,,,,
6,4,Pete,6,,,,
6,4,Tom,6,,,,
6,4,Everyone,1,,,,
6,4,Michael and Dwight,1,,,,
6,4,Hotel Employee,4,,,,
6,4,Hotel Manager,4,,,,
6,4,Pam's mom,11,,,,
6,4,Tom Halpert,1,,,,
6,4,Michel,1,,,,
6,4,Pete Halpert,1,,,,
6,4,Tom and Pete,1,,,,
6,4,Pam's dad,1,,,,
6,6,Michael,121,,,,
6,6,Toby,3,,,,
6,6,Andy,57,,,,
6,6,Creed,1,,,,
6,6,Meredith,3,,,,
6,6,Ryan,4,,,,
6,6,Erin,7,,,,
6,6,Grotti,30,,,,
6,6,Kevin,17,,,,
6,6,Dwight,50,,,,
6,6,Oscar,18,,,,
6,6,Andy and Dwight,1,,,,
6,6,Phyllis,1,,,,
6,6,Jim,14,,,,
6,6,Pam,5,,,,
6,6,Waitress,7,,,,
6,6,Credit card rep,1,,,,
6,6,Rep,6,,,,
6,6,Woman,4,,,,
6,6,Kid,1,,,,
6,6,Dwight and Andy,1,,,,
6,7,Erin,12,,,,
6,7,Kevin,6,,,,
6,7,Kelly,10,,,,
